Ab_Chocke;Freq;Vazao_Chocke
90;59,9;4,010906696
90;59,9;4,014281273
90;59,9;4,020187855
90;59,9;4,021312714
90;59,9;4,008656502
90;60;4,009500027
90;60;4,015406609
90;60;4,016250134
90;59,9;4,015406609
90;59,9;4,0159688
90;59,9;4,016250134
90;60;4,024687767
90;60;4,016812801
90;59,9;4,030312538
90;59,9;4,025250435
90;59,9;4,02103138
90;60;4,018781662
90;60;4,02103138
90;59,9;4,018218994
90;59,9;4,010344028
90;59,9;4,018218994
90;59,9;4,014281273
90;59,9;4,015406609
90;59,9;4,011187553
90;59,9;4,024406433
90;59,9;4,021312714
90;59,9;4,021312714
90;59,9;4,014843941
90;59,9;4,019906521
90;59,9;4,016812801
90;59,9;4,011750221
90;59,9;4,0159688
90;59,9;4,016250134
90;59,9;4,022156715
90;59,9;4,015406609
90;59,9;4,01287508
90;59,9;4,017656326
90;59,9;4,010344028
90;59,9;4,011187553
90;59,9;4,011187553
90;59,9;4,016531467
90;59,9;4,018781662
90;59,9;4,028906345
90;60;4,013156414
90;60;4,014281273
90;59,9;4,012031555
90;59,9;4,011750221
90;59,9;4,007812977
90;59,9;4,006687641
90;59,9;4,008656502
90;60;4,019343853
90;59,9;4,018781662
90;60;4,016531467
90;60;4,024125099
90;60;4,008937836
90;60;4,013156414
90;59,9;4,021312714
90;59,9;4,018781662
90;59,9;4,021312714
90;59,9;4,020750046
90;59,9;4,016531467
90;59,9;4,012031555
90;59,9;4,019906521
90;59,9;4,020187855
90;59,9;4,014562607
90;59,9;4,012031555
90;59,9;4,014843941
90;59,9;4,012031555
90;59,9;4,018781662
90;59,9;4,015406609
90;59,9;4,013156414
90;59,9;4,017656326
90;59,9;4,019343853
90;59,9;4,016812801
90;59,9;4,017656326
90;59,9;4,016812801
90;59,9;4,0159688
90;59,9;4,010906696
90;59,9;4,014000416
90;59,9;4,005844116
90;60;4,017656326
90;59,9;4,010344028
90;59,9;4,013156414
90;59,9;4,014562607
90;59,9;4,016812801
90;59,9;4,013156414
90;59,9;4,010625362
90;60;4,016812801
90;59,9;4,010344028
90;59,9;4,020469189
90;59,9;4,005562782
90;59,9;4,007531643
90;59,9;4,013156414
90;59,9;4,014843941
90;60;4,021312714
90;59,9;4,011187553
90;59,9;4,016812801
90;59,9;4,019906521
90;59,9;4,009781361
90;59,9;4,020469189
90;59,9;4,015406609
90;59,9;4,019906521
90;59,9;4,004718781
90;59,9;4,015406609
90;59,9;4,015687943
90;60;4,023562908
90;59,9;4,006406307
90;59,9;4,002187729
90;59,9;4,017656326
90;59,9;4,017656326
90;59,9;4,019625187
90;59,9;4,021312714
90;59,9;4,014562607
90;59,9;4,014000416
90;59,9;4,018218994
90;59,9;4,010625362
90;59,9;4,007531643
90;59,9;4,009500027
90;59,9;4,019906521
90;59,9;4,021312714
90;59,9;4,011468887
90;59,9;4,009500027
90;59,9;4,013156414
90;59,9;4,017375469
90;59,9;4,014281273
90;59,9;4,016812801
90;59,9;4,014000416
90;59,9;4,015406609
90;59,9;4,018500328
90;59,9;4,014843941
90;59,9;4,010906696
90;59,9;4,014843941
90;59,9;4,012312889
90;59,9;4,013719082
90;59,9;4,006406307
90;59,9;4,015406609
90;59,9;4,01287508
90;59,9;4,011187553
90;59,9;4,007531643
90;59,9;4,013156414
90;59,9;4,020750046
90;59,9;4,013156414
90;60;4,011187553
90;59,9;4,013437748
90;59,9;4,016812801
90;59,9;4,010906696
90;60;4,008375168
90;60;4,017656326
90;59,9;4,013156414
90;59,9;4,011750221
90;59,9;4,011468887
90;59,9;4,007531643
90;59,9;4,003593922
90;60;4,005844116
90;59,9;4,015406609
90;59,9;4,010062695
90;59,9;4,013156414
90;59,9;4,015406609
90;59,9;4,022156715
90;59,9;4,009500027
90;59,9;4,003875256
90;59,9;4,016812801
90;59,9;4,009781361
90;59,9;4,009500027
90;59,9;4,017656326
90;59,9;4,005562782
90;59,9;4,004718781
90;59,9;4,009500027
90;60;3,999656439
90;60;4,001625061
90;59,9;4,010625362
90;59,9;3,999656439
90;59,9;4,006406307
90;59,9;4,006687641
90;59,9;4,006406307
90;59,9;4,010062695
90;59,9;4,015125275
90;59,9;4,020187855
90;59,9;4,014281273
90;59,9;4,019062519
90;59,9;4,02103138
90;59,9;4,019343853
90;59,9;4,007812977
90;59,9;4,006406307
90;59,9;4,005000114
90;59,9;4,002750397
90;59,9;4,000500202
90;59,9;4,00612545
90;59,9;4,019906521
90;59,9;4,008937836
90;59,9;4,005281448
90;59,9;4,007250309
90;59,9;4,010625362
90;59,9;4,014000416
90;59,9;4,003031254
90;59,9;4,018218994
90;59,9;4,018500328
90;59,9;4,006406307
90;59,9;4,010625362
90;59,9;4,009500027
90;59,9;4,010062695
90;59,9;4,010062695
90;59,9;4,010062695
90;59,9;3,99543786
90;60;4,012031555
90;60;4,008375168
90;60;4,014843941
90;60;4,010906696
90;60;4,01287508
90;59,9;4,005000114
90;59,9;4,012312889
90;59,9;4,016531467
90;59,9;4,009500027
90;60;4,006406307
90;60;4,001906395
90;60;4,003312588
90;60;4,005844116
90;60;4,010062695
90;60;4,013156414
90;59,9;4,014281273
90;59,9;4,013156414
90;59,9;4,008093834
90;59,9;4,00415659
90;59,9;4,005844116
90;59,9;4,008375168
90;59,9;4,012312889
90;59,9;4,006406307
90;59,9;4,014843941
90;59,9;4,003031254
90;59,9;4,015406609
90;59,9;4,008375168
90;59,9;4,007812977
90;59,9;4,005000114
90;59,9;4,008656502
90;59,9;4,003031254
90;59,9;3,99853158
90;59,9;4,006406307
90;59,9;4,005562782
90;60;3,997968912
90;59,9;4,00612545
90;59,9;4,008093834
90;59,9;4,005562782
90;59,9;3,99290657
90;60;3,999937773
90;59,9;4,006406307
90;59,9;4,00415659
90;59,9;4,009500027
90;59,9;4,012031555
90;59,9;4,005000114
90;59,9;4,001344204
90;59,9;3,998812675
90;59,9;4,005000114
90;59,9;4,013719082
90;59,9;4,005000114
90;59,9;4,001906395
90;59,9;4,01287508
90;59,9;4,007250309
90;59,9;4,006406307
90;59,9;4,011468887
90;59,9;4,014843941
90;59,9;4,009781361
90;59,9;4,010625362
90;59,9;4,009500027
90;59,9;4,012312889
90;59,9;4,010625362
90;59,9;4,001344204
90;59,9;4,010062695
90;59,9;4,00106287
90;59,9;4,00415659
90;59,9;4,007531643
90;59,9;4,011750221
90;59,9;4,001906395
90;59,9;4,00612545
90;59,9;4,001625061
90;59,9;4,012312889
90;59,9;4,003031254
90;59,9;4,002469063
90;59,9;4,008375168
90;59,9;4,00415659
90;59,9;3,999375343
90;59,9;4,004718781
90;59,9;4,00415659
90;60;4,000500202
90;59,9;4,009500027
90;59,9;4,014843941
90;59,9;3,99853158
90;59,9;4,004437923
90;60;4,02103138
90;60;4,00415659
90;59,9;4,001625061
90;60;4,00612545
90;59,9;3,999937773
90;59,9;4,009781361
90;59,9;4,011468887
90;59,9;3,999656439
90;59,9;4,004437923
90;59,9;4,006687641
90;59,9;4,015406609
90;60;4,007531643
90;59,9;3,995718956
90;59,9;4,00106287
90;59,9;4,006968975
90;59,9;4,002750397
90;59,9;4,008375168
90;60;4,005000114
90;60;4,003875256
90;60;4,003031254
90;59,9;3,99037528
90;59,9;3,999937773
90;59,9;4,003031254
90;59,9;3,998812675
90;59,9;3,995718956
90;59,9;4,005562782
90;59,9;4,004437923
90;59,9;3,99853158
90;59,9;3,99037528
90;59,9;4,002469063
90;59,9;4,002750397
90;59,9;4,001625061
90;59,9;4,000781536
90;59,9;3,999656439
90;59,9;4,00921917
90;59,9;4,010062695
90;59,9;4,008656502
90;60;4,013156414
90;59,9;4,002750397
90;59,9;4,00415659
90;60;4,005000114
90;60;4,005000114
90;60;4,008656502
90;60;4,005562782
80;59,9;4,005000114
80;60;4,010344028
80;60;4,011187553
80;59,9;4,002187729
80;59,9;3,998250246
80;59,9;4,006968975
80;59,9;4,00415659
80;59,9;3,998250246
80;59,9;3,99853158
80;59,9;3,987000227
80;59,9;3,994875193
80;60;4,00415659
80;60;4,006687641
80;59,9;3,98784399
80;59,9;4,003875256
80;59,9;3,998250246
80;59,9;3,994594097
80;59,9;3,986156464
80;59,9;3,991500139
80;59,9;3,996844053
80;59,9;4,004437923
80;60;4,001625061
80;60;3,9853127
80;59,9;3,993187666
80;59,9;4,002187729
80;59,9;3,999656439
80;59,9;4,000500202
80;59,9;4,005844116
80;59,9;4,005281448
80;59,9;4,005000114
80;59,9;3,987000227
80;59,9;4,010344028
80;59,9;3,993750334
80;59,9;3,995156527
80;59,9;3,982218981
80;59,9;3,991500139
80;59,9;3,999656439
80;60;4,002750397
80;60;4,007812977
80;59,9;4,000500202
80;59,9;4,003593922
80;59,9;3,991219044
80;60;4,00106287
80;60;4,002469063
80;59,9;4,002187729
80;59,9;3,99853158
80;59,9;3,999375343
80;59,9;3,999375343
80;59,9;3,997406483
80;59,9;3,99600029
80;59,9;4,00415659
80;59,9;4,003312588
80;59,9;3,999656439
80;59,9;3,99543786
80;60;3,996844053
80;59,9;3,987000227
80;59,9;3,984750271
80;59,9;3,990093946
80;59,9;3,994875193
80;59,9;3,991500139
80;59,9;3,982218981
80;59,9;3,994031429
80;59,9;3,99853158
80;59,9;3,988125324
80;59,9;3,997968912
80;59,9;4,00612545
80;59,9;4,00106287
80;59,9;3,993187666
80;60;4,002750397
80;60;3,998250246
80;59,9;3,980812788
80;59,9;3,988687754
80;59,9;3,994875193
80;59,9;3,999094009
80;59,9;4,00612545
80;59,9;4,000218868
80;59,9;3,99600029
80;59,9;4,000500202
80;59,9;3,987281561
80;60;3,984468937
80;60;3,986718893
80;60;3,987000227
80;60;3,985594034
80;60;3,985594034
80;59,9;3,99037528
80;59,9;3,994594097
80;59,9;3,997125149
80;59,9;4,005000114
80;59,9;4,007531643
80;59,9;4,001344204
80;59,9;3,995156527
80;59,9;3,997687817
80;59,9;4,000218868
80;59,9;3,99600029
80;60;3,991500139
80;59,9;3,994875193
80;59,9;4,000781536
80;59,9;3,99600029
80;59,9;3,991781473
80;59,9;3,99037528
80;59,9;3,997125149
80;59,9;3,986156464
80;59,9;3,98784399
80;60;3,989250183
80;60;3,99600029
80;59,9;4,005844116
80;59,9;3,99853158
80;59,9;3,991500139
80;59,9;4,001344204
80;59,9;3,987000227
80;59,9;3,988125324
80;60;3,999656439
80;60;3,99600029
80;59,9;3,994312763
80;60;3,999656439
80;59,9;3,983625174
80;59,9;3,985594034
80;59,9;3,992343903
80;59,9;3,992062807
80;59,9;3,994875193
80;59,9;3,987000227
80;59,9;3,989531517
80;59,9;3,994875193
80;60;4,002187729
80;59,9;3,994875193
80;59,9;3,995718956
80;59,9;3,997687817
80;59,9;3,991219044
80;60;3,991219044
80;60;3,99600029
80;60;3,991500139
80;59,9;3,987000227
80;59,9;3,99037528
80;59,9;4,003031254
80;59,9;3,993469
80;59,9;3,990656376
80;59,9;3,999375343
80;59,9;3,996844053
80;59,9;3,998250246
80;60;4,00415659
80;60;4,005562782
80;60;3,987000227
80;60;3,988969088
80;59,9;3,98587513
80;59,9;3,983344078
80;59,9;3,991500139
80;59,9;3,987000227
80;59,9;3,99037528
80;59,9;3,996844053
80;59,9;4,005562782
80;59,9;3,996844053
80;59,9;3,991781473
80;59,9;3,987000227
80;59,9;3,983062744
80;59,9;3,987281561
80;59,9;3,997968912
80;59,9;3,994875193
80;59,9;3,997687817
80;59,9;3,993469
80;59,9;3,991781473
80;59,9;3,988125324
80;59,9;3,998250246
80;59,9;3,990656376
80;59,9;3,995156527
80;59,9;3,999094009
80;59,9;3,994594097
80;59,9;3,996844053
80;60;3,999094009
80;60;3,99600029
80;59,9;3,998250246
80;59,9;3,989531517
80;59,9;3,992343903
80;60;3,997406483
80;60;3,99600029
80;59,9;3,997125149
80;59,9;4,000500202
80;59,9;3,993187666
80;59,9;3,989531517
80;60;3,983344078
80;59,9;3,991500139
80;59,9;4,000500202
80;59,9;3,989531517
80;59,9;3,994031429
80;59,9;3,994875193
80;59,9;4,003875256
80;59,9;4,000218868
80;59,9;3,995718956
80;59,9;3,997125149
80;60;3,997687817
80;59,9;3,992625237
80;59,9;3,98587513
80;59,9;3,994875193
80;59,9;4,000218868
80;59,9;3,99853158
80;59,9;3,988687754
80;59,9;3,999656439
80;59,9;4,002187729
80;59,9;3,993750334
80;59,9;3,992343903
80;59,9;3,993187666
80;59,9;3,98784399
80;59,9;3,983625174
80;59,9;3,995156527
80;59,9;3,99037528
80;59,9;3,999656439
80;59,9;4,004718781
80;59,9;3,997125149
80;59,9;3,99600029
80;60;3,99600029
80;59,9;3,987562656
80;59,9;3,985031605
80;59,9;3,978562832
80;59,9;3,990656376
80;59,9;3,989531517
80;59,9;3,988125324
80;59,9;3,993187666
80;59,9;3,991500139
80;59,9;3,99290657
80;60;3,99600029
80;59,9;3,988125324
80;59,9;3,997125149
80;59,9;3,993469
80;59,9;3,988687754
80;59,9;4,005000114
80;59,9;3,988687754
80;59,9;3,992625237
80;59,9;3,994875193
80;59,9;3,99037528
80;59,9;3,991500139
80;59,9;3,991500139
80;59,9;3,990656376
80;59,9;3,991500139
80;59,9;3,993187666
80;59,9;3,984187841
80;59,9;3,99093771
80;59,9;3,99290657
80;59,9;3,977437735
80;59,9;3,998812675
80;59,9;3,999656439
80;59,9;3,991781473
80;59,9;3,978843927
80;59,9;3,99037528
80;60;3,999656439
80;60;3,980812788
80;59,9;3,988687754
80;59,9;3,989531517
80;59,9;3,996844053
80;59,9;3,991500139
80;59,9;3,98587513
80;59,9;3,989250183
80;59,9;3,987281561
80;60;3,989812851
80;59,9;3,993187666
80;59,9;3,983344078
80;59,9;3,981375217
80;59,9;3,981375217
80;59,9;3,986156464
80;59,9;3,995718956
80;59,9;3,993187666
80;59,9;3,993469
80;60;3,993750334
80;60;3,988969088
80;60;3,993750334
80;59,9;3,987000227
80;60;3,990656376
80;59,9;3,987562656
80;59,9;3,992062807
80;59,9;3,989250183
80;59,9;3,989531517
80;60;3,993750334
80;60;3,988969088
80;59,9;3,994312763
80;59,9;3,994031429
80;59,9;3,984750271
80;59,9;3,989250183
80;59,9;3,992343903
80;59,9;3,987281561
80;59,9;3,99037528
70;59,9;3,992625237
70;59,9;3,987281561
70;59,9;3,999656439
70;59,9;3,986437798
70;59,9;3,991500139
70;59,9;3,981375217
70;59,9;3,985031605
70;59,9;3,98587513
70;59,9;3,978843927
70;59,9;3,983625174
70;59,9;3,974625349
70;60;3,971531391
70;59,9;3,978000164
70;59,9;3,973218918
70;59,9;3,978843927
70;59,9;3,98587513
70;59,9;3,975750208
70;59,9;3,969562769
70;59,9;3,969562769
70;59,9;3,981093884
70;59,9;3,982218981
